file,start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,filename
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-02-02-01.wav,0 days,0 days 00:00:03.937270833,31.276718,0.095910504,29.305344,31.591621,33.897778,4.592434,226.28629,219.22638,-4.778234,33.82318,0.361182,1.2225266,0.0047705458,0.119691946,0.7725612,0.7677907,9.379121,5.497617,7.003868,3.9318054,0.17084394,1.3574979,11.055108,1.5263058,4.462837,2.5190167,6.1593423,2.0437195,1.5763981,10.093036,0.0321327,2.0620062,1.311091,0.57901275,4.7892284,0.870118,2.3629284,4.080255,16.269766,0.3732026,610.63544,0.5292994,1128.8469,0.23143005,-130.01166,-0.7034203,1628.83,0.24667555,795.5821,0.31256154,-118.85912,-0.77392095,2640.3542,0.1494649,635.1708,0.42057177,-120.95925,-0.73937905,-9.603559,-0.5738272,19.158747,0.37519822,0.11160201,0.26390952,-0.011978016,-1.0282344,0.36870652,0.60523486,26.295895,0.42257127,1.2906057,8.982096,8.521366,1.9751025,-3.634226,-5.82093,-0.11984393,7.437947,0.060715117,0.012027348,0.021918206,2.2959185,0.7751938,0.5566667,0.31899145,0.70666665,0.39381328,-35.717796,03-01-03-02-02-02-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-01-02-01.wav,0 days,0 days 00:00:03.470125,28.093279,0.10425621,26.137873,28.165636,30.960897,4.8230247,71.55335,44.999935,-3.736163,38.801647,0.19240685,1.3802015,0.0036704985,0.021664694,0.40374684,0.40007636,5.7909904,3.010071,4.9562173,2.2320228,0.08197033,1.4251683,13.369747,1.222327,3.942719,2.5007505,9.66192,1.4862728,4.3732986,2.827997,0.052056976,1.3293498,1.465798,0.716157,3.1536086,1.1518137,1.9560843,3.2505157,18.09902,0.44467118,571.634,0.5244001,1068.8444,0.29781446,-133.2784,-0.68128854,1575.1322,0.2404026,798.63715,0.2758597,-131.93787,-0.67375803,2560.412,0.13006867,690.882,0.267322,-133.71992,-0.647166,-10.491194,-0.60421836,18.079899,0.46677148,0.09076654,0.33164895,-0.012424225,-1.0460745,0.20439434,0.5420603,28.022715,0.48708037,1.2889045,9.6488285,19.403473,0.8640738,-0.034266636,-479.37112,-5.9991374,15.0045185,0.04548465,0.010487128,0.011516694,2.0231214,0.87976545,0.4133333,0.35235712,0.525,0.495101,-41.584282,03-01-03-01-01-02-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-02-02-01-01-01.wav,0 days,0 days 00:00:03.703708333,22.426426,0.06941515,21.117374,22.197914,23.753294,2.6359196,267.23706,171.47754,17.181047,7.7708316,0.08178938,1.1778786,0.0023777408,0.034645755,0.16741939,0.16504166,1.6200035,1.0721326,1.7037739,0.87081283,0.01897167,1.287905,13.454055,1.3919016,6.4696693,1.6031176,8.174189,1.4050846,6.082413,2.0571513,0.017776249,0.7858633,1.3141614,0.9337866,4.1637387,0.53766245,0.57846546,7.8602405,20.233025,0.29314363,434.4635,0.40657592,1119.9097,0.2190759,-134.53401,-0.6613008,1370.6449,0.1684951,860.298,0.39250192,-137.7159,-0.6103026,2352.4358,0.097632684,632.53906,0.23267512,-140.0842,-0.57632494,-14.995341,-0.47834086,23.308058,0.3592094,0.04625627,0.66084236,-0.011939196,-0.7861874,0.042871222,0.5225192,31.845848,0.43617812,9.994029,1.1871116,14.6616335,0.92941034,7.5324883,2.2254252,-2.7020218,10.476967,0.06761725,0.011312352,0.0069017266,2.4390244,1.3736265,0.24599999,0.15081114,0.38333333,0.43808928,-52.330284,03-01-02-02-01-01-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-01-01-02-02-01.wav,0 days,0 days 00:00:03.169833333,24.26876,0.09604212,22.443832,24.47897,26.744179,4.3003464,159.00505,128.23387,31.331654,10.120683,0.12532137,1.483866,0.005231081,0.012053807,0.26482025,0.25958917,2.9702933,1.7921382,3.4305444,1.9977579,0.041550297,1.5513136,12.687795,1.3087463,5.5020866,1.809225,8.347507,1.3755572,4.54871,2.3985748,0.03373958,1.1395651,1.6023065,0.7280515,2.8690138,0.914336,0.5362125,7.349874,20.31267,0.30877435,501.77017,0.5521115,1119.4806,0.21958011,-136.2682,-0.6612372,1456.5398,0.252735,786.9503,0.29469013,-138.57277,-0.622872,2463.8567,0.14345185,691.257,0.26973632,-141.33788,-0.5829613,-12.642012,-0.5857989,21.029684,0.42885858,0.0660514,0.421549,-0.010524917,-1.1061114,0.11072749,0.5746957,29.61157,0.4948468,6.749358,1.5439327,17.311268,0.76809585,2.2008715,7.550289,-2.113302,10.640631,0.05681534,0.012168602,0.008324271,2.2222223,0.9771987,0.3333333,0.26737404,0.5,0.44570166,-46.193146,03-01-01-01-02-02-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-02-01-02-01-01.wav,0 days,0 days 00:00:03.503499999,24.561495,0.2712408,22.148478,23.513926,25.099934,2.951456,525.5623,365.43735,31.187918,19.770319,0.12689193,1.2839754,0.0031251577,0.015381302,0.26417074,0.26104558,2.6158202,1.2235212,2.1608102,0.9920492,0.036013115,1.400088,12.654585,1.6276461,6.2943826,1.7141014,8.596995,1.3736061,5.0430336,2.2849102,0.017714614,0.87714475,1.2396864,0.7740834,3.9935465,0.60179293,3.2777023,1.3834083,19.053823,0.547337,482.72998,0.5072713,1134.0421,0.19149986,-129.08112,-0.7115424,1413.0884,0.2235659,841.43134,0.28190842,-130.5928,-0.6749821,2447.6548,0.12960257,648.01385,0.34893695,-133.29134,-0.6346981,-11.665205,-0.7213085,20.081942,0.5016672,0.055349246,0.426189,-0.01116217,-0.8494757,0.08054369,0.47623175,31.62625,0.50143814,4.7369266,2.849128,15.597682,0.9821553,2.3271415,7.13259,-1.3060004,9.362518,0.05521473,0.0124471495,0.009866672,2.2922635,1.4534885,0.25,0.19401032,0.414,0.4461659,-47.324703,03-01-02-01-02-01-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-01-01-01.wav,0 days,0 days 00:00:03.670333333,34.288197,0.09648247,31.886692,33.992844,37.64144,5.7547493,49.43524,25.819052,6.213135,27.50914,0.23950216,1.320631,0.0078029893,0.023868676,0.47884187,0.47103888,8.752121,4.842955,5.101761,2.534611,0.116249084,1.516747,10.600125,1.4413059,2.4945734,4.2579556,3.4813347,3.5965142,1.5860777,10.282192,0.033865146,0.9061372,1.5998672,0.6260255,4.8809013,0.9014258,5.427282,1.757718,20.18696,0.4054048,561.9475,0.54247975,1083.1875,0.24619058,-144.84872,-0.5913803,1524.2579,0.23528314,860.91797,0.2698299,-132.28133,-0.6666532,2536.7449,0.13815477,648.99615,0.4349119,-134.63895,-0.63241446,-11.601998,-0.64441407,20.146824,0.40960112,0.11980921,0.26906312,-0.01393273,-0.91084355,0.29186115,0.62944967,24.773289,0.44427136,2.3088946,6.694096,4.535628,3.8363132,-2.7373135,-8.6441965,0.28178802,8.241871,0.07089036,0.0124363145,0.015226211,2.7322404,0.83102494,0.43666667,0.33983657,0.74,0.4456456,-39.13559,03-01-03-02-01-01-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-02-01-01.wav,0 days,0 days 00:00:03.536854167,26.809052,0.08533463,24.856459,27.097775,28.884768,4.028309,158.4907,289.7426,42.548748,23.666397,0.15694137,1.2714123,0.0034432411,0.03260392,0.32505947,0.32161623,4.4466896,2.773341,3.1442153,1.8056664,0.055118553,1.3724912,12.221872,1.5116259,5.570507,2.0329695,6.898649,1.7718905,2.3877048,5.6036396,0.026522998,1.0755894,1.48005,0.7799902,4.1371,0.77548766,2.381994,2.0590227,22.122345,0.36058185,460.04587,0.46559876,1168.6107,0.23572603,-131.8529,-0.69827604,1410.5038,0.2104513,859.5995,0.3134144,-133.35294,-0.6595308,2476.873,0.112792544,631.7725,0.42648324,-136.08917,-0.6186548,-13.7616415,-0.5311751,21.972816,0.36967286,0.0907167,0.26372635,-0.01579235,-0.85139954,0.14209375,0.42110112,32.086033,0.39448926,6.7043486,1.6165926,14.966106,0.92399067,-3.8292522,-4.921569,-0.26298982,9.23967,0.06606552,0.012887979,0.0067732753,1.9886364,0.86455333,0.4133333,0.28778848,0.71666664,0.43021956,-43.842995,03-01-03-01-02-01-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-02-02-02-02-01.wav,0 days,0 days 00:00:04.004000,24.159096,0.23480658,21.7877,23.764793,24.952503,3.1648026,363.3442,271.46225,42.388264,15.491012,0.11728331,1.134379,0.0028299876,0.06600207,0.22367284,0.22084285,2.0628812,1.2190666,1.6818967,0.92706794,0.026608966,1.1730556,11.8948765,1.6880227,4.127455,2.9056184,8.443813,1.1963341,4.8621807,2.122088,0.035331592,1.8683516,1.3115076,0.82613814,3.827082,0.8428602,2.9310448,4.075047,19.802164,0.34083837,478.72714,0.42229095,1109.3732,0.19009191,-130.52335,-0.69595253,1415.5187,0.18884604,855.4601,0.31413257,-132.61143,-0.65317094,2435.9602,0.11141163,653.4533,0.26691076,-134.95583,-0.61521435,-12.901037,-0.5955501,21.873209,0.38606772,0.051627874,0.42956865,-0.010342829,-0.8946979,0.056381766,0.43929687,31.24194,0.466105,6.8897915,1.6760348,15.071157,0.72916496,5.0689044,2.8280663,1.3224288,6.622916,0.06840744,0.013579277,0.009846301,2.255639,1.5228428,0.235,0.19024107,0.3983333,0.45130983,-49.32714,03-01-02-02-02-02-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-02-01-01-02-01.wav,0 days,0 days 00:00:03.603583333,23.718447,0.10858385,21.63614,23.156946,25.684698,4.0485573,136.46873,111.71714,27.267054,5.87689,0.089175306,1.3154569,0.0022099137,0.026123231,0.17492354,0.17271362,2.0636442,1.562447,1.9707421,1.1798253,0.024907839,1.551133,13.907731,1.3920959,6.0688605,1.7373273,7.825207,1.3817426,6.455959,1.8100178,0.030928731,1.4117743,1.3119576,0.8989796,3.5122843,0.8793992,3.021776,1.4278816,24.244877,0.24840857,439.6793,0.39701673,1134.1702,0.19216415,-135.67476,-0.6600828,1401.6663,0.18093964,854.09924,0.32223946,-138.62874,-0.60812145,2387.5386,0.09483115,693.4985,0.32291764,-141.69508,-0.56531334,-15.076423,-0.44320545,24.02501,0.3236611,0.06269487,0.44422084,-0.011186947,-0.7518251,0.061722033,0.7330977,33.09678,0.421569,9.404669,1.5846343,13.707835,0.9567141,8.243361,1.8835152,-2.074193,10.450689,0.06885262,0.012082931,0.006523952,2.2284124,1.4124295,0.23200001,0.13905394,0.452,0.4453942,-50.198994,03-01-02-01-01-02-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-01-01-01-01-01.wav,0 days,0 days 00:00:03.303291667,24.263884,0.10417108,21.653511,23.90738,27.101028,5.4475174,104.436584,113.43721,31.389978,8.258454,0.110050865,1.41079,0.002538118,0.011108265,0.2327144,0.23017628,3.259262,1.5737916,3.9384446,2.2485027,0.036234986,1.5293608,10.512092,1.7119087,6.1012073,1.387863,8.01175,1.5595549,5.5130167,1.9625193,0.037904795,0.9456391,1.4894191,0.72059,2.2673113,1.2860848,2.7624772,1.4539231,19.43091,0.30885774,531.9374,0.54925865,1055.4778,0.2715102,-139.4837,-0.6357872,1477.9248,0.22942072,757.23315,0.307361,-141.36519,-0.603904,2510.8264,0.13965635,654.0625,0.27357265,-143.5905,-0.5718592,-11.643292,-0.5451915,19.907448,0.37282008,0.07354607,0.3928331,-0.010039252,-1.2036864,0.103487305,0.5001031,29.751476,0.45631248,4.0904922,2.5047286,17.560534,0.8642047,5.1781383,3.1178343,-2.23288,10.586953,0.05806425,0.011219681,0.0057126535,2.1276596,0.9259259,0.33666667,0.22691163,0.53999996,0.48026034,-47.939644,03-01-01-01-01-01-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-01-02-01.wav,0 days,0 days 00:00:03.570229167,31.813364,0.16661698,28.248348,31.045004,36.943172,8.694824,160.26772,77.58967,105.14185,103.73915,0.3101014,1.4243431,0.0015660737,0.016366411,0.5969234,0.59535736,9.633268,5.6959453,8.391946,4.488707,0.1696589,1.4895753,9.238901,1.4969369,2.8610227,2.9563925,4.941655,2.769705,0.22106424,64.88347,0.100041084,1.6851677,1.8793321,0.6711974,3.3049214,1.3512111,1.8835497,6.8402243,15.521255,0.9378056,626.51416,0.49448988,1136.3179,0.24524984,-137.92972,-0.6525239,1616.6157,0.22108518,815.83276,0.39263868,-129.8087,-0.6935052,2678.548,0.12049555,602.8043,0.45184597,-131.56683,-0.66667783,-9.260583,-0.8162826,18.319878,0.44077182,0.10022395,0.23215057,-0.011771044,-1.2155658,0.43377647,0.5530641,22.731161,0.49551815,2.1025736,5.0517325,8.91273,2.2714355,-5.1947956,-4.0161176,-1.2342188,10.1156645,0.08134647,0.014691682,0.014123335,2.52809,0.85470086,0.4333333,0.3655437,0.53499997,0.4901275,-35.51267,03-01-08-02-01-02-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-02-02-01.wav,0 days,0 days 00:00:03.269916667,29.031378,0.0837017,27.024326,28.751389,30.953602,3.9292755,147.68204,204.88449,16.830439,19.995361,0.16696543,1.4326434,0.001731901,0.006847086,0.38151497,0.37978306,5.4365377,3.3972878,4.5986476,3.3244596,0.06886555,1.4953932,9.607729,1.8344826,5.1486006,1.7970068,5.396962,2.4705727,-0.18849877,-66.65134,0.040835414,0.98424166,1.7441235,0.7845102,3.4366515,1.0572714,0.70266324,7.618683,20.074457,0.39008057,504.632,0.58157057,1174.4899,0.23958382,-143.44637,-0.6053069,1444.2355,0.25639597,773.8891,0.3456101,-141.54549,-0.5990231,2512.9727,0.12730663,651.802,0.38359436,-143.67351,-0.56884986,-12.1017275,-0.66797405,19.815954,0.4430406,0.098642714,0.29374838,-0.015267845,-1.0464826,0.19159044,0.49679998,28.119366,0.511231,5.129005,2.2496958,16.192492,0.9190363,-6.905122,-2.7591126,0.31382048,7.075574,0.08793772,0.013273413,0.014054379,2.1538463,1.2500001,0.24499999,0.14908051,0.53,0.46545675,-43.259666,03-01-08-01-02-02-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-01-01-01.wav,0 days,0 days 00:00:03.670333333,28.219542,0.102261186,26.74833,28.024853,30.861406,4.113077,324.398,578.40704,39.98431,31.091625,0.22164541,1.2956479,0.007714268,0.02524577,0.44263616,0.4349219,5.780951,4.039783,5.5690594,3.8313656,0.08740245,1.436894,15.493031,0.9377425,6.8178554,1.3974234,10.491313,1.096934,4.1691775,2.9697556,0.026019672,1.1616464,1.371081,0.64731634,4.1051674,1.0638555,2.0157275,2.115053,18.899956,0.34235248,518.0575,0.51287526,1188.8351,0.22943619,-127.3103,-0.7339629,1491.2731,0.20636353,863.0603,0.27030328,-128.2908,-0.6939581,2503.6814,0.13137607,697.38824,0.31080863,-130.02711,-0.66767436,-12.0434265,-0.5230478,20.007347,0.37020636,0.0827118,0.36549827,-0.010945447,-0.9478831,0.20799935,0.6062126,28.174532,0.378519,5.18376,1.8838828,15.971883,0.91538733,2.075747,8.11605,-8.414615,17.014385,0.028478967,0.0051797107,0.011079945,2.4590166,0.83102494,0.4633333,0.41483596,0.53749996,0.48334122,-39.89116,03-01-06-01-01-01-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-01-02-01.wav,0 days,0 days 00:00:03.937270833,33.16508,0.1677483,28.940128,31.801796,39.033638,10.09351,292.06006,177.8407,53.547832,32.75598,0.3476647,1.2642013,0.0060001435,0.101517946,0.76158494,0.7555848,9.035008,4.353672,8.898016,4.1065955,0.1823036,1.4570341,8.420963,1.6781964,3.4369082,3.7296789,4.8504443,2.85247,-1.128292,-14.727365,0.04253144,1.1727635,1.1570892,0.6481249,3.5655532,0.9952166,6.6704025,1.9438095,18.566645,0.4082607,606.8926,0.502911,1118.0851,0.32993633,-138.11047,-0.6453709,1666.6278,0.20607252,734.0968,0.49140707,-131.96227,-0.6560116,2733.2957,0.14087488,640.4038,0.5434051,-132.7982,-0.64435726,-9.659999,-0.8683154,17.259491,0.47380343,0.094214596,0.3363548,-0.014657787,-0.8089745,0.42608735,0.672525,19.016556,0.7057529,5.9894366,2.214207,10.646285,1.832786,-8.005268,-2.954538,0.6520099,7.5645733,0.084691,0.011327809,0.04116818,2.2959185,1.2919897,0.276,0.22887552,0.33571428,0.41513705,-35.991417,03-01-05-01-01-02-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-02-02-01.wav,0 days,0 days 00:00:04.437770833,41.773968,0.13189754,40.04693,43.048687,45.925583,5.8786545,196.64961,197.26707,46.545803,36.36608,1.8600965,1.1966273,0.07635096,0.79006046,4.2180233,4.141672,43.50987,30.720585,32.1236,19.289293,1.5635839,1.3581214,0.9488809,12.527836,-8.763585,-1.5644406,-7.0903654,-1.5972503,-7.860223,-2.5150528,0.036593962,2.1092107,1.1049486,0.67900217,5.994873,0.91025025,0.17638794,45.033833,8.610793,1.0024081,955.6405,0.27343196,786.0149,0.3877305,-112.56186,-0.84481055,2044.0944,0.15494813,616.016,0.46725467,-109.41854,-0.8554901,3089.5286,0.11858934,581.82214,0.96019036,-111.51536,-0.8207965,-2.965439,-2.226633,13.407739,0.4940627,0.13042597,0.30835712,-0.007403006,-1.7300704,3.1366322,0.67339706,6.5993395,1.5248765,-14.234752,-0.9955462,-11.726257,-1.1607385,-16.710413,-1.4270384,3.8059149,6.2112017,0.09741368,0.011796765,0.15633586,2.2624433,1.1441648,0.41,0.29325756,0.44,0.4236508,-16.477798,03-01-05-02-02-02-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-02-01-01.wav,0 days,0 days 00:00:03.970625,37.544247,0.14144212,36.481956,39.158306,40.35067,3.8687134,344.7897,267.19724,16.279331,21.473383,0.93298584,1.1714927,0.10043507,0.26755297,1.8732413,1.7728063,19.785791,11.064169,18.307938,9.642972,0.61809444,1.3658272,8.501707,1.4258778,-3.4590068,-3.2359097,-1.6637768,-7.496194,-4.9707484,-3.5119436,0.033957794,1.6716928,1.0923014,0.70952743,6.7993565,0.66557616,5.9628525,3.814911,12.265768,1.8441353,940.45966,0.2622091,880.5683,0.35293972,-128.50084,-0.7157371,1991.0155,0.16399862,725.5476,0.3883633,-125.35416,-0.7181738,3053.289,0.111654125,598.03925,0.38019213,-126.36928,-0.70057976,-5.944481,-1.1914444,16.93794,0.48165354,0.100530945,0.32190183,-0.010674106,-1.38475,1.4437025,0.5488335,15.551129,0.70447093,-6.8437023,-1.7106504,-3.1989737,-4.9460826,-13.616989,-1.6187266,-0.26283193,10.265424,0.0595339,0.011430611,0.072278075,1.7676768,1.0230179,0.39,0.35035697,0.5675,0.49469054,-24.020992,03-01-06-02-02-01-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-02-01-01.wav,0 days,0 days 00:00:03.503499999,24.265032,0.06349486,23.118805,24.03164,25.645195,2.52639,217.30827,195.54993,19.374437,9.20343,0.09592465,1.3601466,0.0014550183,0.0061878203,0.21594615,0.21449113,2.073197,1.1087643,1.8971363,1.030288,0.02517424,1.3935801,11.937082,1.6020886,3.2265978,3.0460851,9.014629,1.3869607,1.9276055,5.5522804,0.017601399,0.8106057,1.4729725,0.8151855,3.674645,0.83229923,4.3318367,0.8100497,22.134087,0.3331377,530.1235,0.5450817,1139.5387,0.27119586,-139.71175,-0.6317469,1500.6749,0.25317338,854.02203,0.32486296,-141.11458,-0.6031642,2495.2764,0.12863995,700.2305,0.27013257,-143.22044,-0.57246876,-12.362691,-0.5647232,20.191061,0.3933573,0.077416986,0.27166852,-0.011387027,-0.9330896,0.06420835,0.48379228,32.071663,0.4530377,2.0495975,6.2194786,21.21391,0.48978105,-1.9999361,-7.8569436,-0.3648625,7.885192,0.0944548,0.015823463,0.008804993,2.0057306,1.1627908,0.26749998,0.14788087,0.45599997,0.4873438,-50.379784,03-01-04-01-02-01-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-02-02-01.wav,0 days,0 days 00:00:03.837166667,26.670122,0.122121155,23.517036,27.08656,29.378498,5.8614616,259.9268,385.20947,11.537327,25.162292,0.13985592,1.2118393,0.002999682,0.037625507,0.28213343,0.27913374,1.9966693,1.6051817,2.3419325,2.267943,0.039609652,1.3935635,10.278837,1.972253,5.753368,2.3217995,6.620405,1.5920918,2.7931383,3.6687043,0.021593157,1.2888362,0.8955457,0.83164924,4.479157,0.86258924,1.9694732,2.3451855,23.888367,0.26856327,564.5023,0.4868337,1095.9944,0.32276458,-137.24933,-0.64841014,1549.0544,0.24057391,816.43494,0.32895195,-138.87538,-0.61230445,2595.647,0.13537009,686.4613,0.4424142,-141.49156,-0.57398367,-12.614159,-0.59916097,21.22358,0.39748868,0.091739856,0.33759272,-0.014520457,-0.68229276,0.09937161,0.55737644,30.167318,0.54836404,7.4272447,1.3901416,12.564243,0.9360586,-3.9097762,-3.294573,0.645847,8.259159,0.06002352,0.013306466,0.009815184,1.3089006,1.061008,0.31,0.16807735,0.48799998,0.4533167,-46.19129,03-01-07-01-02-02-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-01-02-01.wav,0 days,0 days 00:00:04.104104167,39.239143,0.19019954,34.14786,37.36927,42.87969,8.731827,313.84976,197.12193,409.33163,686.9055,0.3804132,1.1414746,0.011724265,0.16904736,0.75562215,0.74389786,9.586215,4.5231743,7.0638,5.1470017,0.19703421,1.3599719,6.875598,2.577941,-0.7740855,-15.246159,-1.865408,-7.595058,-5.088362,-3.1990867,0.039832085,1.1609346,1.3686457,0.6387316,5.511337,1.1253334,8.894389,1.0679355,19.679651,0.63344055,645.87573,0.4890268,1113.5787,0.29755488,-147.4907,-0.56380767,1669.6552,0.22767173,829.6298,0.29496187,-126.71515,-0.6871495,2744.43,0.16277634,679.75433,0.5320436,-128.13766,-0.65852845,-10.412472,-1.0064942,19.521433,0.6453223,0.12358781,0.26395503,-0.014880676,-0.9192959,0.45508125,0.55366313,17.996067,0.9404715,4.8240857,2.744125,-1.5283306,-12.313243,-11.923504,-1.6857336,2.6294746,5.8274612,0.09421223,0.009329992,0.02259221,2.9339855,1.2376238,0.322,0.290131,0.3866667,0.46280542,-33.64758,03-01-07-02-01-02-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-01-01-01.wav,0 days,0 days 00:00:03.803791667,25.748934,0.06444838,24.561695,25.823923,27.18587,2.624174,84.3589,68.10451,18.403965,20.029013,0.12613392,1.2061259,0.003957669,0.023556037,0.26269114,0.25873348,3.6685576,2.5909488,2.5700822,1.1887918,0.039501805,1.2765452,13.169365,1.5221759,6.305844,1.745212,11.985233,1.0659093,3.8944814,3.013004,0.018771436,0.88535196,1.2388418,0.9039147,4.5854125,0.7857936,5.1307974,1.0151998,26.241465,0.35901132,495.17712,0.46959877,1189.1533,0.2675893,-130.12729,-0.7032924,1474.9417,0.1967628,913.3165,0.36475953,-134.13878,-0.6400993,2522.806,0.13081694,743.2123,0.35710064,-136.46767,-0.60643953,-15.846778,-0.55635345,24.288576,0.3984293,0.076752745,0.31619364,-0.013398336,-0.96171933,0.091784425,0.47044632,33.742943,0.40193704,7.3709598,1.8085324,21.152163,0.717698,0.102808565,152.94228,-3.373479,11.481025,0.047887295,0.012399268,0.010442877,2.6385224,1.3368984,0.264,0.14388885,0.385,0.4496943,-46.481525,03-01-04-02-01-01-01.wav
